Sentence,Label
 Will you send us a copy of the termination when it is sent to Grupo MINSA?,2

 Could you forward this to Jon?,2

 Can you help me with this one?,2

" [IMAGE]    To receive our e-mails in a text-only format, please reply to    this message and type \",2

 -- please come back to me with any questions you may have.,2

 Please email me your draft of the confirm.,2

 Please review the meeting notes for the requirements of GTV II phase 2 in the,2

 please send this info to Shirley for Darron since he is out.,2

" Please dial (805) 240-9673, passcode remains the same-666897.",2

 Daren or Stacey,2

 Dan,2

 Please give me your comments ASAP.,2

 Tana,2

" Please, send the resume to me.",2

 Please process this request.,2

 Could you please call and see if they will give you the password?,2

 to remove yourself from this list please send email to,2

 Please share with others.,2

" response and any additional open items,  please provide input to me and Don",2

 Please read paragraph 7 together with,2

 Go ahead and bring the Yates,2

" If Lysa isn't there yet, would you please download these for me?",2

 Remind me when you are down and I will give you that cleansing info.,2

" When you get a free minute, can you check to see if you have come up",2

" If okay, please complete and send.",2

" Terry, please work with Jean on this.",2

" Paul, could you please insure that the network folks have the Tibco install",2

 Jeff/Eric - Please take a look at the e-mail below and help out on the,2

" tweanda, please print this and save as a form.",2

 Can you look around for the fax of this NDA signed by the Counterparty.,2

" Carlos, can you look through this for NEPCO and get comments back?",2

 Can you check to make sure your got all four?,2

 Please contact me if you can inform me on any of the following subjects.,2

 can you also add ,2

 Please verify if this is some other,2

 please reply to this e-mail with the word REMOVE in the,2

 Please donate this money to the funds set up to help repair the lives of,2

 My only comment to this is to please make sure the contracts have IMNE and,2

 I didn't see the article but please fax me a copy of the,2

" identify yourself, please submit your name and phone number with your lette=",2

 questions about this matter please direct them to Mr. Sanders attention.,2

" Please make sure that, once Gary signs",2

" Sent by Market Operations, inquiries please call the Hour",2

" James, would you remain plugged in here, and given the information that Eric and/or Ben may provide, be prepared to give us some rate implications for this capacity addition?",2

 Please send the docs directly to,2

 company--please fax me a markup with your suggested changes.,2

 exact people we will be meeting with (can you send along their titles also).,2

 Please indicate the ratings for each of your non-exempt employees below and,2

" Employees on floors 11, 13, 39, 40, 42, and 43, please attend the floor meeting on Tuesday, February 5, from 2",2

 Please contact me or Brant,2

 Please respond via e-mail with any comments.,2

 Can you add Whalley and/or Andy Zipper to Pedrone's interview schedule.,2

 Please reply to me at samberkovits@yahoo.com,2

 Please give me a call,2

 Would you verify if ACA and GRI are,2

" the dreaded busy signal, check out the Internet Answering Machine",2

 Please reference the order tracking number.,2

 Please review again and,2

" At your earliest convenience, please add the new Storage flag to all your",2

 Please call Twanda Sweet to set up a time (853-9402),2

 Please RSVP to me!,2

" Rick, please keep me posted with Bill's efforts.",2

 further information is required then please call Mark Walker at 661,2

 Please send the PSA to my attention at,2

 Please work with Tom Riley to coordinate.,2

" fill out the form below and return it to us, or provide the",2

" Please acknowledge your acceptance of the terms of this letter, by signing in",2

 but please mark your calendars!,2

 Please return this e-mail to me with your response by 12,2

" do a separate one for ag trading, could you put my on the distribution on",2

 Please get a copy of this new \,2

" Please, call Duane with the info.",2

 Please call Heather or me with any questions.,2

" In addition to this, please sort the location level (zones) under Houston",2

" Also, please email me",2

 Please review and advise if there is any problem with you obtaining signature,2

" please reply to this email with your full name, phone",2

 Please take me off of this distribution.,2

 Please Contact Us,2

 Please call me at X30649.,2

 Please forward the revised draft of the GE Consent to Winston & Strawn,2

" return email, please verify that you received this message and let us know if",2

 Please read the attached correspondence from Brent regarding the controls and,2

 Please review the attached letter of intent for S&P and Citibank.,2

 Could you extend this deal thru the 30th so that I,2

 Please move the deals.,2

 Please read the note.,2

" Also, please send me your -re-rating of these individuals.",2

 derek can you forward me the e-mail for the management conference?,2

 Can you take care,2

 Please contact your AP,2

 Please call me at x36709 if there are questions,2

" this CP but if it does not, please revise the matrix.",2

 Could you resend it?,2

 Please confirm my opinion with Stuart/Chris Meyer to make sure that we have,2

 Please reply when your last day file is complete and don't forget to provide,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please reference the order tracking number.,2

 Please review the attached email and compare to the group my email went,2

" **If someone has some suggestions about FERC language, please send them to me",2

 Please review the language under B of Contract Price of the Transaction Agreement to see if it isn't sufficient to cover the concept under item 8 of Pasadena Usage under your term sheet.,2

" Please set it up for tomorrow, Wednesday, at 9 AM PDT, for one",2

 Please try to check this,2

 Please send one to,2

" Brent, can you bring me up to date, please?",2

 Please send fax numbers,2

" To reserve a seat, please call Stephanie E. Taylor at",2

 Would you please send me a copy of the \,2

" to Tana, can you please review this and provide your comments to Suzzi.",2

 April,2

 please get back to me at your earliest convenience with your thoughts on settlement and the conference.,2

 plz call when you can.,2

 Can you explain this in english to me??,2

 > Please share your views with the other members of the Board.,2

 Please copy Joe Hartsoe and,2

" Per my conversation with Kathy Moore this morning, please open the referenced",2

 No biggie ... give me a call back when you get a chance to chat some more,2

" I had to take Chelsey to sports, can you give me call and update me on the meeting.",2

 Please review the attached summary of legal risks.,2

" already done so, please send me the following",2

 Please review the attached outage report.,2

 Please review and act upon this request.,2

 Can you possibly get,2

 ..... call me for info....713-853-6203 or cell,2

 Please send out confirm at your earliest convenience.,2
